id,label,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31,col32,col33,col34,col35,col36,col37,col38,col39,col40,col41,col42,col43,col44,col45,col46,col47,col48,col49,col50,col51,col52,col53,col54,col55,col56,col57,col58,col59,col60,col61,col62,col63,col64,col65,col66,col67,col68,col69,col70,col71,col72,col73,col74,col75,col76,col77,col78,col79,col80,col81,col82,col83,col84,col85,col86,col87,col88,col89,col90,col91,col92,col93,col94,col95,col96,col97,col98,col99,col100,col101,col102,col103,col104,col105,col106,col107,col108,col109,col110,col111,col112,col113,col114,col115,col116,col117,col118,col119,col120,col121,col122,col123,col124,col125,col126,col127,col128,col129,col130,col131,col132,col133,col134,col135,col136,col137,col138,col139,col140,col141,col142,col143,col144,col145
T12,1,0.25,1,0.14,0.14,0.1,0.09,0.16,0.18,0.13,0.03,0.16,0.1,0.15,0.13,0.22,0.11,0.08,0.19,0.21,0.17,0.07,0.09,0.15,0.14,0.1,0.1,0.17,0.1,0.05,0.16,0.24,0.14,0.27,0.05,0.12,0.11,0.11,0.17,0.22,0.11,0.14,0.2,0.13,0,0.13,0.06,0.06,0.03,0.18,0.2,0.18,0.23,0.09,0.03,0.2,0.09,0.06,0.21,0.17,0.18,0.07,0.14,0.12,0.37,0.15,0.12,0.23,0.08,0.09,0.22,0.41,0.15,0.39,0.2,0.44,0.3,0.1,0.11,0.23,0.39,0.07,0.09,0.05,0.1,0.07,0.09,0.03,0.49,0.03,0.14,0.06,0.13,0.11,0.46,0.37,0.13,0.17,0.09,0.2,0.34,0.08,0.25,0.13,0.05,0.04,0.08,0.14,0.15,0.06,0.04,0.06,0.04,0.1,0.19,0,0.12,0.06,0.03,0.15,0.06,0.1,0.06,0.18,0.23,0.19,0.03,0.08,0.15,0.09,0.07,0.11,0.14,0.08,0.13,0.09,0.03,0.07,0.28,0.29,0.15,0.07,0.07,0.08,0.1,0.15
T13,1,0.26,0.31,0.14,0.14,0.13,0.07,0.32,0.28,0.23,0.09,0.21,0.14,0.16,0.07,0.2,0.09,0.07,0.31,0.2,0.09,0.09,0.2,0.19,0.18,0.1,0.13,0.1,0.04,0.05,0.11,0.07,0.14,0.52,0.03,0.14,0.17,0.17,0.11,0.16,0.13,0.13,0.15,0.1,0.04,0.05,0.09,0.07,0.05,0.2,0.12,0.07,0.25,0.14,0.05,0.13,0.06,0.13,0.38,0.09,0.37,0.09,0.21,0.26,0.57,0.25,0.13,0.22,0.02,0.1,0.24,0.3,0.13,0.28,0.22,0.22,0.49,0.16,0.08,0.16,0.16,0.06,0.1,0.08,0.1,0.06,0.09,0.09,0.15,0.03,0.19,0.06,0.15,0.09,0.12,0.43,0.15,0.26,0.1,0.15,0.15,0.09,0.3,0.14,0.1,0.07,0.08,0.45,0.1,0.06,0.04,0.03,0.04,0.29,0.12,0.04,0,0.15,0.05,0.1,0.07,0.13,0.09,0.27,0.27,0.36,0.04,0.11,0.25,0.34,0.07,0.18,0.09,0.2,0.11,0.25,0.02,0.1,0.08,0.13,0.21,0.16,0.09,0.13,0.17,0.13
T14,1,0.1,0.45,0.19,0.29,0.12,0.17,0.3,0.27,0.19,0.06,0.24,0.21,0.28,0.3,0.2,0.16,0.06,0.15,0.16,0.15,0.06,0.14,0.1,0.25,0.14,0.11,0.25,0.08,0.04,0.05,0.16,0.19,0.31,0.05,0.2,0.28,0.28,0.17,0.11,0.29,0.08,0.06,0.15,0.05,0.16,0.09,0.14,0.08,0.09,0.15,0.24,0.91,0.14,0.05,0.28,0.08,0.1,0.35,0.31,0.32,0.16,0.14,0.13,0.21,0.28,0.3,0.31,0.08,0.32,0.39,0.55,0.16,0.64,0.47,0.45,0.43,0.37,0.12,1,0.14,0.04,0.15,0.06,0.1,0.06,0.16,0.08,0.45,0.11,0.25,0.08,0.16,0.11,0.14,0.81,0.23,0.26,0.07,0.18,1,0.13,0.41,0.11,0.1,0.03,0.12,0.27,0.24,0.15,0.03,0.08,0.11,0.24,0.17,0.05,0.38,0,0.05,0.13,0.06,0.29,0.06,0.3,0.35,0.29,0.04,0.16,0.21,0.1,0.11,0.23,0.17,0.06,0.09,0.06,0.03,0.1,0.68,0.23,0.26,0.2,0.14,0.22,0.12,0.21
T15,1,0.17,0.1,0.12,0.13,0.09,0.15,0.13,0.3,0.2,0.05,0.21,0.17,0.19,0.35,0.2,0.17,0.05,0.24,0.1,0.36,0.08,0.17,0.11,0.23,0.18,0.11,0.1,0.1,0.08,0.11,0.17,0.12,0.36,0.11,0.17,0.14,0.14,0.21,0.18,0.17,0.15,0.17,0.05,0.04,0.37,0.06,0.06,0.02,0.14,0.07,0.16,0.33,0.09,0.03,0.22,0.12,0.08,0.28,0.08,0.25,0.08,0.54,0.09,0.17,0.07,0.78,0.24,0.06,0.1,0.2,0.31,0.18,0.36,0.26,0.29,0.25,0.27,0.13,0.25,0.32,0.03,0.09,0.1,0.08,0.07,0.06,0.05,0.19,0.03,0.27,0.08,0.11,0.23,0.2,0.4,0.19,0.23,0.03,0.11,0.35,0.15,0.21,0.17,0.05,0.07,0.11,0.15,0.09,0.06,0.04,0.05,0.05,0.2,0.26,0.04,0.18,0.07,0,0.11,0.11,0.06,0.06,0.14,0.2,0.27,0.02,0.08,0.12,0.06,0.07,0.18,0.09,0.09,0.09,0.07,0.03,0.05,0.33,0.25,0.22,0.1,0.06,0.1,0.07,0.12
T16,1,0.16,0.12,0.16,0.3,0.14,0.08,0.21,0.2,0.16,0.12,0.22,0.18,0.15,0.16,0.17,0.13,0.04,0.12,0.23,0.12,0.1,0.13,0.08,0.27,0.19,0.1,0.13,0.09,0.04,0.23,0.18,0.16,0.21,0.06,0.16,0.18,0.18,0.08,0.13,0.1,0.23,0.08,0.08,0.08,0.07,0.12,0.07,0.02,0.34,0.08,0.13,0.24,0.12,0.06,0.14,0.05,0.1,0.17,0.1,0.2,0.04,0.19,0.13,0.15,0.09,0.09,0.43,0.12,0.19,0.27,0.23,0.2,0.29,0.18,0.28,0.18,0.16,0.19,0.24,0.23,0.06,0.09,0.15,0.07,0.06,0.13,0.07,0.11,0.02,0.14,0.12,0.05,0.07,0.19,0.36,0.16,0.23,0.05,0.39,0.66,0.16,0.18,0.14,0.12,0.06,0.09,0.48,0.12,0.05,0.05,0.06,0.08,0.2,0.23,0.08,0.16,0.09,0.05,0,0.12,0.11,0.09,0.15,0.17,0.18,0.05,0.11,0.15,0.1,0.09,0.1,0.09,0.15,0.05,0.11,0.03,0.08,0.34,0.18,0.11,0.11,0.08,0.17,0.07,0.15
T17,1,0.15,0.16,0.13,0.14,0.14,0.09,0.12,0.2,0.14,0.07,0.21,0.21,0.18,0.1,0.14,0.12,0.04,0.23,0.21,0.4,0.1,0.15,0.24,0.16,0.11,0.05,0.1,0.08,0.05,0.12,0.21,0.13,0.37,0.05,0.24,0.13,0.13,0.1,0.13,0.12,0.12,0.07,0.13,0.04,0.22,0.09,0.15,0.03,0.13,0.1,0.16,0.31,0.08,0.06,0.25,0.11,0.07,0.13,0.1,0.2,0.12,0.16,0.13,0.19,0.2,0.29,0.34,0.07,0.09,0.27,0.38,0.2,0.35,0.13,0.4,0.41,0.21,0.16,0.24,0.46,0.1,0.15,0.1,0.07,0.09,0.05,0.07,0.42,0.03,0.49,0.06,0.13,0.15,0.16,0.56,0.17,0.21,0.12,0.19,0.81,0.17,0.25,0.16,0.15,0.07,0.25,0.24,0.1,0.04,0.05,0.06,0.05,0.23,0.19,0.04,0.13,0.05,0.06,0.15,0,0.09,0.05,0.17,0.14,0.32,0.03,0.16,0.24,0.1,0.11,0.15,0.17,0.07,0.36,0.09,0.03,0.11,0.27,0.19,0.24,0.13,0.06,0.1,0.12,0.16
T18,1,0.17,0.13,0.16,0.28,0.12,0.14,0.21,0.21,0.11,0.07,0.2,0.2,0.1,0.09,0.17,0.08,0.04,0.36,0.26,0.05,0.08,0.24,0.14,0.18,0.14,0.13,0.23,0.18,0.09,0.26,0.24,0.16,0.46,0.05,0.13,0.19,0.19,0.18,0.22,0.16,0.1,0.19,0.14,0.06,0.46,0.09,0.1,0.02,0.14,0.1,0.09,0.13,0.12,0.05,0.24,0.08,0.14,0.16,0.12,0.18,0.07,0.1,0.06,0.22,0.09,0.15,0.4,0.05,0.1,0.11,0.37,0.14,0.19,0.15,0.32,0.18,0.17,0.11,0.16,0.15,0.04,0.11,0.1,0.11,0.06,0.15,0.03,0.12,0.02,0.22,0.08,0.05,0.1,0.11,0.24,0.15,0.26,0.04,0.14,0.25,0.06,0.13,0.06,0.1,0.06,0.27,1,0.19,0.05,0.04,0.11,0.11,0.14,0.29,0.06,0.24,0.22,0.03,0.13,0.08,0,0.07,0.13,0.08,0.19,0.03,0.28,0.19,0.13,0.09,0.14,0.08,0.1,0.05,0.15,0.04,0.07,0.44,0.17,0.27,0.09,0.09,0.11,0.08,0.18
T19,1,0.32,0.23,0.19,0.29,0.12,0.13,0.11,0.13,0.12,0.06,0.16,0.14,0.13,0.13,0.16,0.11,0.06,0.4,0.17,0.11,0.11,0.22,0.21,0.19,0.2,0.12,0.13,0.16,0.07,0.1,0.27,0.19,0.41,0.03,0.24,0.1,0.1,0.15,0.23,0.15,0.22,0.1,0.21,0.04,0.17,0.06,0.07,0.02,0.19,0.11,0.18,0.22,0.08,0.06,0.36,0.08,0.1,0.28,0.23,0.6,0.06,0.2,0.1,0.37,0.21,0.18,0.33,0.09,0.25,0.24,0.34,0.13,0.32,0.16,0.26,0.55,0.24,0.13,0.27,0.25,0.06,0.09,0.11,0.06,0.07,0.09,0.05,0.18,0.03,0.44,0.11,0.25,0.14,0.17,0.36,0.38,0.24,0.12,0.15,0.85,0.33,0.19,0.2,0.14,0.06,0.12,0.2,0.34,0.08,0.03,0.09,0.1,0.16,0.38,0.04,0.18,0.05,0.04,0.11,0.05,0.08,0,0.17,0.1,0.18,0.03,0.14,0.22,0.12,0.05,0.16,0.1,0.07,0.08,0.11,0.03,0.07,0.39,0.16,0.23,0.07,0.07,0.09,0.09,0.15
T20,1,0.15,0.14,0.12,0.16,0.19,0.13,0.12,0.15,0.17,0.09,0.19,0.2,0.07,0.13,0.13,0.09,0.03,0.2,0.12,0.2,0.11,0.24,0.14,0.12,0.17,0.11,0.12,0.15,0.08,0.14,0.15,0.12,0.37,0.04,0.16,0.09,0.09,0.15,0.19,0.15,0.23,0.16,0.16,0.05,0.14,0.05,0.09,0.02,0.14,0.1,0.14,0.3,0.07,0.04,0.13,0.07,0.1,0.19,0.25,0.2,0.06,0.14,0.06,0.22,0.13,0.21,0.31,0.08,0.15,0.37,0.36,0.18,0.24,0.2,0.31,0.24,0.18,0.11,0.14,0.31,0.08,0.1,0.14,0.05,0.1,0.11,0.04,0.19,0.02,0.17,0.07,0.13,0.14,0.12,0.29,0.26,0.25,0.08,0.17,0.16,0.17,0.17,0.28,0.13,0.1,0.21,0.25,0.2,0.12,0.07,0.15,0.1,0.26,0.25,0.05,0.25,0.11,0.04,0.08,0.08,0.07,0.08,0,0.1,0.12,0.04,0.16,0.2,0.09,0.09,0.17,0.12,0.06,0.1,0.13,0.05,0.06,0.28,0.14,0.3,0.08,0.05,0.1,0.1,0.16
T21,1,0.2,0.11,0.15,0.26,0.23,0.26,0.11,0.15,0.15,0.15,0.3,0.15,0.13,0.12,0.15,0.13,0.08,0.21,0.31,0.11,0.11,0.27,0.18,0.18,0.26,0.29,0.22,0.2,0.1,0.12,0.3,0.15,0.7,0.05,0.19,0.13,0.13,0.18,0.5,0.21,0.16,0.28,0.05,0.09,0.15,0.09,0.17,0.03,0.14,0.11,0.25,0.23,0.1,0.09,0.26,0.08,0.16,0.22,0.21,0.3,0.05,0.15,0.08,0.31,0.2,0.23,0.54,0.12,0.14,0.19,0.33,0.11,0.2,0.17,0.66,0.25,0.26,0.09,0.15,0.25,0.08,0.11,0.11,0.1,0.05,0.1,0.05,0.29,0.03,0.28,0.11,0.11,0.17,0.09,0.32,0.14,0.37,0.06,0.16,0.16,0.11,0.17,0.19,0.13,0.11,0.27,0.44,0.2,0.07,0.06,0.11,0.09,0.29,0.37,0.09,0.35,0.18,0.07,0.14,0.09,0.06,0.06,0.14,0,0.17,0.04,0.27,0.2,0.15,0.1,0.14,0.09,0.15,0.09,0.1,0.04,0.08,0.67,0.23,0.25,0.09,0.07,0.11,0.18,0.25
T22,1,0.17,0.14,0.14,0.32,0.23,0.18,0.11,0.27,0.13,0.08,0.31,0.19,0.14,0.14,0.14,0.1,0.1,0.28,0.18,0.18,0.12,0.26,0.22,0.17,0.26,0.18,0.19,0.27,0.12,0.14,0.2,0.14,0.6,0.05,0.14,0.14,0.14,0.14,0.17,0.2,0.23,0.2,0.09,0.06,0.19,0.1,0.1,0.03,0.15,0.21,0.24,0.2,0.07,0.06,0.25,0.06,0.08,0.31,0.28,0.21,0.06,0.15,0.03,0.43,0.14,0.24,0.27,0.1,0.17,0.29,0.33,0.12,0.22,0.25,0.27,0.36,0.19,0.11,0.16,0.26,0.04,0.15,0.2,0.07,0.06,0.17,0.04,0.14,0.04,0.16,0.07,0.17,0.16,0.13,0.51,0.34,0.24,0.04,0.16,0.37,0.14,0.24,0.19,0.14,0.12,0.2,0.26,0.37,0.08,0.06,0.16,0.16,0.27,0.38,0.06,0.38,0.13,0.08,0.12,0.17,0.11,0.09,0.14,0.14,0,0.06,0.13,0.25,0.09,0.18,0.13,0.15,0.1,0.19,0.08,0.05,0.1,0.75,0.19,0.23,0.07,0.1,0.13,0.17,0.25
T23,1,0.12,0.18,0.13,0.18,0.11,0.16,0.12,0.19,0.09,0.08,0.25,0.25,0.22,0.1,0.27,0.19,0.05,0.48,0.31,0.11,0.09,0.22,0.04,0.19,0.15,0.11,0.15,0.09,0.13,0.09,0.19,0.13,0.76,0.07,0.18,0.15,0.15,0.16,0.16,0.14,0.11,0.16,1,0.05,0.22,0.08,0.13,0.03,0.26,0.08,0.16,0.21,0.12,0.06,0.32,0.12,0.08,0.35,0.28,0.34,0.07,0.16,0.06,0.5,0.1,0.24,0.64,0.04,0.28,0.31,0.7,0.24,0.28,0.25,0.74,0.42,0.41,0.11,0.44,0.22,0.06,0.18,0.1,0.08,0.05,0.12,0.04,0.22,0.02,0.53,0.09,0.14,0.09,1,0.12,0.24,0.29,0.1,0.19,0.47,0.1,0.18,0.09,0.07,0.05,0.18,0.21,0.17,0.11,0.04,0.09,0.06,0.22,0.2,0.05,0.17,0.08,0.03,0.14,0.07,0.07,0.06,0.21,0.13,0.24,0,0.06,0.12,0.11,0.07,0.19,0.13,0.1,0.13,0.11,0.04,0.1,0.64,0.15,0.19,0.16,0.09,0.15,0.11,0.32
T24,1,0.23,0.52,0.2,0.29,0.15,0.13,0.22,0.12,0.13,0.06,0.39,0.21,0.23,0.23,0.38,0.4,0.04,0.29,0.33,0.41,0.08,0.33,0.09,0.25,0.19,0.15,0.09,0.11,0.07,0.08,0.37,0.2,1,0.09,0.09,0.18,0.18,0.36,0.11,0.22,0.09,0.16,0.14,0.04,0.1,0.07,0.16,0.03,0.18,0.09,0.09,0.16,0.16,0.05,0.17,0.16,0.15,0.22,0.37,0.13,0.08,0.41,0.13,0.24,0.11,0.14,0.33,0.04,0.43,0.81,0.37,0.19,0.54,0.19,0.35,0.57,0.2,0.09,0.39,0.43,0.04,0.18,0.13,0.11,0.09,0.15,0.08,0.22,0.04,0.37,0.07,0.14,0.13,0.21,0.35,0.17,0.42,0.03,0.12,0.32,0.16,0.14,0.13,0.06,0.08,0.07,0.14,0.09,0.09,0.03,0.04,0.08,0.2,0.29,0.04,0.2,0.11,0.04,0.12,0.14,0.27,0.12,0.3,0.36,0.21,0.02,0,0.13,0.11,0.12,0.13,0.15,0.1,0.1,0.08,0.05,0.07,0.19,0.14,0.17,0.13,0.08,0.16,0.08,0.27
T25,1,0.21,0.14,0.2,0.2,0.17,0.19,0.2,0.33,0.2,0.14,0.31,0.46,0.4,0.17,0.45,0.16,0.06,0.25,0.25,0.16,0.06,0.1,0.12,0.24,0.15,0.14,0.21,0.14,0.09,0.11,0.18,0.2,0.38,0.07,0.17,0.28,0.28,0.38,0.08,0.09,0.1,0.05,0.18,0.07,0.08,0.18,0.07,0.13,0.09,0.57,0.13,0.38,0.23,0.04,0.2,0.17,0.08,0.23,0.15,0.08,0.05,0.2,0.1,0.83,0.09,0.19,0.61,0.07,0.16,0.89,0.37,0.22,0.63,0.27,0.72,0.71,0.16,0.26,0.24,0.11,0.12,0.08,0.14,0.14,0.22,0.08,0.11,0.26,0.02,0.21,0.1,0.16,0.53,0.38,0.29,0.23,0.36,0.03,0.22,0.14,0.3,0.15,0.16,0.06,0.04,0.15,0.32,0.09,0.09,0.06,0.1,0.05,0.12,0.35,0.07,0.36,0.12,0.05,0.13,0.18,0.14,0.15,0.31,0.22,0.34,0.04,0.11,0,0.06,0.06,0.2,0.14,0.1,0.08,0.05,0.04,0.06,0.47,0.41,0.34,0.22,0.15,0.22,0.1,0.19
T26,1,0.12,0.08,0.27,0.11,0.19,0.22,0.14,0.26,0.22,0.05,0.27,0.25,0.21,0.23,0.28,0.18,0.08,0.2,0.06,0.04,0.09,0.19,0.22,0.21,0.14,0.12,0.17,0.15,0.06,0.08,0.13,0.27,0.27,0.08,0.09,0.16,0.16,0.17,0.06,0.11,0.18,0.09,0.16,0.05,0.46,0.07,0.15,0.04,0.15,0.12,0.25,0.25,0.1,0.04,0.23,0.08,0.05,0.17,0.13,0.15,0.02,0.23,0.07,0.22,0.08,0.15,0.31,0.05,0.1,0.26,0.42,0.15,0.36,0.08,0.38,0.39,0.2,0.08,0.2,0.18,0.06,0.12,0.08,0.06,0.08,0.1,0.06,0.12,0.03,0.19,0.06,0.12,0.28,0.13,0.35,0.14,0.19,0.04,0.07,0.43,0.39,0.25,0.08,0.05,0.08,0.08,0.11,0.1,0.12,0.06,0.1,0.04,0.17,0.41,0.05,0.63,0.08,0.03,0.12,0.09,0.13,0.11,0.17,0.22,0.15,0.05,0.11,0.08,0,0.06,0.16,0.1,0.08,0.09,0.08,0.03,0.06,0.33,0.29,0.14,0.19,0.07,0.15,0.12,0.26
T27,1,0.41,0.27,0.19,0.24,0.28,0.16,0.18,0.12,0.16,0.08,0.12,0.25,0.24,0.09,0.23,0.2,0.06,0.3,0.13,0.09,0.1,0.27,0.19,0.19,0.17,0.11,0.15,0.12,0.07,0.16,0.13,0.19,0.65,0.05,0.5,0.24,0.24,0.14,0.14,0.17,0.25,0.26,0.12,0.06,0.07,0.13,0.08,0.09,0.25,0.1,0.3,0.16,0.24,0.05,0.15,0.08,0.07,0.2,0.21,0.19,0.05,0.1,0.15,0.3,0.2,0.55,0.45,0.08,0.22,0.36,0.33,0.34,0.35,0.28,0.61,0.75,0.27,0.13,0.31,0.18,0.08,0.09,0.08,0.12,0.09,0.11,0.07,0.35,0.03,0.15,0.06,0.21,0.06,0.11,0.19,0.36,0.27,0.34,0.22,0.55,0.51,0.43,0.14,0.05,0.04,0.22,0.13,0.13,0.05,0.03,0.07,0.08,0.16,0.25,0.06,0.19,0.12,0.05,0.14,0.15,0.14,0.07,0.26,0.2,0.45,0.04,0.18,0.12,0.09,0,0.12,0.11,0.08,0.15,0.07,0.03,0.08,0.41,0.13,0.18,0.12,0.07,0.15,0.14,0.15
T28,1,0.14,0.2,0.08,0.15,0.16,0.08,0.16,0.27,0.18,0.08,0.18,0.16,0.15,0.27,0.22,0.19,0.05,0.43,0.21,0.24,0.15,0.08,0.28,0.31,0.18,0.13,0.13,0.16,0.1,0.14,0.12,0.08,0.34,0.09,0.2,0.19,0.19,0.24,0.23,0.14,0.11,0.07,0.07,0.04,0.17,0.07,0.08,0.05,0.19,0.09,0.14,0.26,0.15,0.05,0.15,0.07,0.08,0.14,0.13,0.16,0.06,0.09,0.11,0.13,0.2,0.1,0.44,0.09,0.29,0.25,0.35,0.11,0.42,0.22,0.35,0.25,0.21,0.13,0.13,0.29,0.05,0.09,0.13,0.1,0.07,0.12,0.05,0.98,0.03,0.11,0.08,0.25,0.09,0.18,0.27,0.22,0.3,0.13,0.31,0.39,0.1,0.36,0.15,0.04,0.07,0.14,0.18,0.16,0.06,0.06,0.08,0.08,0.13,0.23,0.04,0.21,0.11,0.06,0.07,0.09,0.09,0.09,0.22,0.13,0.15,0.05,0.09,0.17,0.11,0.05,0,0.09,0.09,0.07,0.09,0.03,0.07,0.27,0.13,0.2,0.11,0.07,0.13,0.1,0.17
T29,1,0.15,0.01,0.13,0.24,0.17,0.2,0.16,0.41,0.11,0.07,0.3,0.23,0.13,0.13,0.3,0.12,0.06,0.3,0.16,0.01,0.04,0.14,0.12,0.22,0.19,0.22,0.21,0.1,0.03,0.28,0.13,0.13,0.46,0.06,0.17,0.18,0.18,0.19,0.17,0.08,0.08,0.09,0.08,0.06,0.16,0.12,0.11,0.05,0.12,0.1,0.04,0.22,0.25,0.05,0.16,0.03,0.07,0.07,0.08,0.13,0.02,0.08,0.05,0.09,0.07,0.3,0.17,0.05,0.21,0.16,0.3,0.15,0.28,0.34,0.25,0.2,0.1,0.12,0.12,0.13,0.04,0.1,0.08,0.09,0.08,0.21,0.06,0.15,0.02,0.04,0.12,0.12,0.07,0.21,0.19,0.12,0.23,0.06,0.15,0.42,0.12,0.19,0.15,0.07,0.12,0.12,0.18,0.11,0.1,0.05,0.07,0.14,0.19,0.15,0.06,0.12,0.09,0.03,0.08,0.12,0.06,0.07,0.17,0.09,0.18,0.04,0.12,0.13,0.07,0.05,0.09,0,0.09,0.03,0.04,0.04,0.03,0.18,0.21,0.21,0.09,0.09,0.13,0.14,0.15
T30,1,0.16,0.1,0.17,0.26,0.17,0.16,0.14,0.16,0.2,0.1,0.24,0.21,0.14,0.2,0.1,0.14,0.08,0.33,0.47,0.2,0.11,0.17,0.11,0.19,0.18,0.09,0.28,0.29,0.06,0.14,0.14,0.17,0.38,0.05,0.11,0.17,0.17,0.17,0.11,0.14,0.11,0.07,0.39,0.04,0.37,0.06,0.1,0.05,0.09,0.29,0.36,0.21,0.1,0.05,0.17,0.09,0.05,0.1,0.2,0.17,0.05,0.08,0.06,0.23,0.12,0.03,0.47,0.09,0.12,0.31,0.31,0.1,0.34,0.14,0.57,0.29,0.26,0.15,0.15,0.26,0.06,0.1,0.09,0.08,0.09,0.07,0.06,0.18,0.05,0.14,0.11,0.06,0.08,0.16,0.25,0.32,0.15,0.12,0.19,0.17,0.14,0.24,0.2,0.11,0.07,0.14,0.16,0.26,0.15,0.05,0.1,0.09,0.16,0.45,0.04,0.34,0.04,0.04,0.16,0.06,0.1,0.06,0.12,0.2,0.17,0.04,0.1,0.12,0.07,0.05,0.13,0.12,0,0.15,0.06,0.04,0.06,0.3,0.2,0.17,0.09,0.07,0.11,0.08,0.18
T31,1,0.37,0.1,0.21,0.18,0.24,0.24,0.38,0.19,0.08,0.14,0.5,0.29,0.41,0.14,0.68,1,0.15,0.41,0.2,0.06,0.19,0.2,0.19,0.83,0.5,0.34,0.21,0.18,0.08,0.23,0.1,0.21,0.71,0.09,0.44,0.33,0.33,0.29,1,0.15,1,0.11,0.09,0.11,0.31,0.21,0.07,0.04,0.18,0.04,0.07,0.31,0.26,0.12,0.2,0.07,0.1,0.21,0.09,0.11,0.04,0.18,0.17,0.08,0.12,0.08,0.76,0.08,0.13,0.51,0.74,0.34,0.7,0.23,0.68,0.2,0.3,0.13,0.29,0.32,0.07,0.26,0.07,0.1,0.11,0.26,0.1,0.31,0.02,0.16,0.43,0.09,0.11,0.3,0.18,0.22,0.39,0.02,0.8,0.06,0.06,0.33,0.07,0.17,0.09,0.22,0.2,0.19,0.18,0.03,0.22,0.24,0.22,0.09,0.11,0.29,0.09,0.06,0.08,0.47,0.07,0.1,0.28,0.19,0.47,0.07,0.14,0.15,0.13,0.15,0.15,0.07,0.23,0,0.1,0.06,0.16,0.37,0.17,0.55,0.24,0.15,0.35,0.02,0.35
T32,1,0.15,0.19,0.2,0.24,0.25,0.15,0.17,0.21,0.17,0.05,0.26,0.27,0.27,0.16,0.27,0.16,0.08,1,0.16,0.11,0.11,0.12,0.06,0.32,0.21,0.23,0.32,0.22,0.1,0.09,0.45,0.2,0.6,0.13,0.18,0.3,0.3,0.26,0.14,0.05,0.11,0.03,0.08,0.07,0.13,0.26,0.11,0.06,0.26,0.15,0.15,0.27,0.15,0.12,0.24,0.09,0.09,0.29,0.14,0.15,0.03,0.1,0.06,0.45,0.11,0.55,0.45,0.04,1,0.32,0.44,0.24,0.69,0.37,0.47,0.41,0.2,0.27,0.22,0.35,0.18,0.16,0.08,0.13,0.27,0.2,0.08,0.11,0.06,0.18,0.08,0.1,0.13,0.55,0.21,0.2,0.23,0.12,0.37,0.26,0.11,0.22,0.09,0.09,0.04,0.06,0.2,0.15,0.13,0.06,0.08,0.07,0.14,0.4,0.07,0.61,0.06,0.05,0.17,0.12,0.2,0.13,0.35,0.19,0.19,0.06,0.12,0.08,0.1,0.06,0.18,0.08,0.08,0.1,0,0.04,0.09,0.8,0.25,0.2,0.17,0.11,0.23,0.13,0.16
T33,1,0.15,0.23,0.13,0.21,0.11,0.12,0.17,0.17,0.2,0.05,0.27,0.21,0.15,0.1,0.19,0.25,0.13,0.27,0.13,0.17,0.08,0.19,0.31,0.21,0.2,0.09,0.1,0.38,0.07,0.22,0.18,0.13,0.37,0.07,0.18,0.23,0.23,0.16,0.12,0.18,0.35,1,0.1,0.04,0.25,0.07,0.05,0.05,0.47,0.13,0.16,0.3,0.1,0.05,0.16,0.04,0.04,0.25,0.19,0.22,0.06,0.22,0.17,0.35,0.14,0.11,0.35,0.05,0.08,0.33,0.43,0.1,0.4,0.28,0.35,0.19,0.2,0.12,0.36,0.19,0.05,0.07,0.07,0.13,0.09,0.1,0.05,0.32,0.03,0.25,0.06,0.16,0.18,0.16,0.27,0.17,0.16,0.06,0.19,0.29,0.17,0.28,0.08,0.05,0.03,0.21,0.23,0.14,0.05,0.03,0.06,0.03,0.17,0.26,0.04,0.1,0.06,0.03,0.09,0.06,0.1,0.07,0.22,0.14,0.2,0.04,0.14,0.13,0.07,0.06,0.12,0.14,0.09,0.11,0.07,0,0.04,0.27,0.23,0.14,0.08,0.08,0.13,0.09,0.16
T34,1,0.19,0.12,0.14,0.19,0.18,0.19,0.24,0.29,0.42,0.06,0.19,0.24,0.17,0.29,0.22,0.16,0.1,0.19,0.18,0.12,0.09,0.2,0.24,0.22,0.15,0.14,0.14,0.34,0.11,0.37,0.32,0.14,0.3,0.06,0.11,0.19,0.19,0.21,0.08,0.21,0.24,0.55,0.15,0.05,0.15,0.08,0.12,0.05,0.22,0.14,0.27,0.23,0.14,0.05,0.19,0.11,0.08,0.09,0.14,0.13,0.04,0.11,0.05,0.21,0.11,0.11,0.19,0.05,0.32,0.58,0.34,0.2,0.34,0.29,0.36,0.28,0.15,0.12,0.15,0.6,0.07,0.13,0.14,0.09,0.11,0.18,0.06,0.16,0.04,0.19,0.09,0.07,0.15,0.11,0.23,0.22,0.22,0.04,0.19,0.6,0.15,0.16,0.14,0.09,0.1,0.16,0.16,0.21,0.06,0.05,0.13,0.07,0.22,0.25,0.05,0.25,0.1,0.04,0.12,0.14,0.09,0.08,0.17,0.15,0.23,0.05,0.1,0.1,0.08,0.07,0.14,0.05,0.09,0.15,0.09,0.02,0,0.3,0.2,0.2,0.11,0.08,0.14,0.11,0.16
